collection_handle,collection_id,collection_title,handle,product_id,title,ratio_in_collection,tier,sold_out,views_90d,position
ss26-sirens,664695505229,SS26 SIRENS,monique-kimono,10566047891789,Monique Κιμονό,0.82,Average,yes,3169,150
ss26-sirens,664695505229,SS26 SIRENS,oceane-jumpsuit,10563149726029,Oceane Ολόσωμη φόρμα,0.80,Average,yes,3272,151
ss26-sirens,664695505229,SS26 SIRENS,kathy-dress,10566165856589,Kathy Φόρεμα,0.79,Average,yes,3403,152
ss26-sirens,664695505229,SS26 SIRENS,patricia,10697411199309,Patricia Φόρεμα,0.77,Average,yes,3495,153
ss26-sirens,664695505229,SS26 SIRENS,menda-dress,10566167626061,Menda Φόρεμα,0.72,Average,yes,3291,154
ss26-sirens,664695505229,SS26 SIRENS,dore-dress,10564872208717,Dore Φόρεμα,0.72,Average,yes,3082,155
ss26-sirens,664695505229,SS26 SIRENS,zaria-jumpsuit,10563145236813,Zaria Ολόσωμη φόρμα,0.69,Average,yes,2725,156
ss26-sirens,664695505229,SS26 SIRENS,azalea-dress,10566201803085,Azalea Φόρεμα,0.66,Average,yes,2620,157
ss26-sirens,664695505229,SS26 SIRENS,sierra-dress-1,10566111854925,Sierra Φόρεμα,0.63,Average,yes,2836,158
ss26-sirens,664695505229,SS26 SIRENS,shona-kimono,10564823515469,Shona Κιμονό,0.61,Average,yes,2703,159
ss26-sirens,664695505229,SS26 SIRENS,nora-1,10758774489421,Nora Φούστα,0.59,Average,yes,1648,160
ss26-sirens,664695505229,SS26 SIRENS,calypso-shirt-blue,10559144755533,Calypso Πουκάμισο γαλάζιο,0.58,Average,yes,1768,161
ss26-sirens,664695505229,SS26 SIRENS,midas-dress,10566098714957,Midas Φόρεμα,0.56,Average,yes,2333,162
ss26-sirens,664695505229,SS26 SIRENS,byron-dress,10566130303309,Byron Φόρεμα,0.56,Average,yes,2682,163
ss26-sirens,664695505229,SS26 SIRENS,astra-dress,10566182437197,Astra Φόρεμα,0.55,Average,yes,1454,164
ss26-sirens,664695505229,SS26 SIRENS,eirys-skirt,10563065413965,Eirys Skirt,0.52,Average,yes,2016,165
ss26-sirens,664695505229,SS26 SIRENS,sonia-dress,10564952752461,Sonia Φόρεμα,0.52,Average,yes,2508,166
ss26-sirens,664695505229,SS26 SIRENS,livia-jumpsuit,10563137044813,Livia Ολόσωμη φόρμα,0.51,Average,yes,2017,167
ss26-sirens,664695505229,SS26 SIRENS,krista-dress,10566185877837,Krista Φόρεμα,0.51,Average,yes,1672,168
ss26-sirens,664695505229,SS26 SIRENS,rayne-pants,10564908613965,Rayne Παντελόνα,0.51,Average,yes,2358,169
ss26-sirens,664695505229,SS26 SIRENS,nadia-dress,10730779771213,Nadia Φόρεμα,0.50,Average,yes,1838,170
ss26-sirens,664695505229,SS26 SIRENS,sylla-dress,10566150095181,Sylla Φόρεμα,0.50,Average,yes,2003,171
ss26-sirens,664695505229,SS26 SIRENS,orlaya,10641862000973,Orlaya Τοπ,0.50,Average,yes,1827,172
ss26-sirens,664695505229,SS26 SIRENS,indira-top,10563199992141,Indira Τοπ,0.49,Low,yes,1918,173
ss26-sirens,664695505229,SS26 SIRENS,orlaya-2,10641906958669,Orlaya Φούστα Ροζ,0.49,Low,yes,2264,174
ss26-sirens,664695505229,SS26 SIRENS,myriam-dress,10566163464525,Myriam Φόρεμα,0.49,Low,yes,2321,175
ss26-sirens,664695505229,SS26 SIRENS,nai-limited-dress,10571365515597,Nai LIMITED Φόρεμα,0.47,Low,yes,1841,176
ss26-sirens,664695505229,SS26 SIRENS,norel,10634213425485,Norel Φόρεμα,0.45,Low,yes,2058,177
ss26-sirens,664695505229,SS26 SIRENS,zoe-kimono,10564757815629,Zoe Κιμονό,0.44,Low,yes,1751,178
ss26-sirens,664695505229,SS26 SIRENS,thetis,10730953146701,Thetis Τοπ,0.43,Low,yes,297,179
ss26-sirens,664695505229,SS26 SIRENS,phoebe-limited-edition,10571285266765,Phoebe LIMITED Edition Φόρεμα,0.43,Low,yes,1773,180
ss26-sirens,664695505229,SS26 SIRENS,saffron-dress,10566145638733,Saffron Φόρεμα,0.43,Low,yes,2063,181
ss26-sirens,664695505229,SS26 SIRENS,rosea,10633906127181,Rosea Φόρεμα,0.42,Low,yes,1762,182
ss26-sirens,664695505229,SS26 SIRENS,calypso-pants,10559196856653,Calypso Παντελόνα,0.41,Low,yes,1288,183
ss26-sirens,664695505229,SS26 SIRENS,zaria-skirt,10563065872717,Zaria Skirt,0.40,Low,yes,1598,184
ss26-sirens,664695505229,SS26 SIRENS,elaria-copy,10710381297997,Etoile Φόρεμα,0.39,Low,yes,1873,185
ss26-sirens,664695505229,SS26 SIRENS,indy-top,10563435102541,Indy Τοπ,0.39,Low,yes,1665,186
ss26-sirens,664695505229,SS26 SIRENS,mare-top,10731588223309,Mare Τοπ,0.38,Low,yes,385,187
ss26-sirens,664695505229,SS26 SIRENS,myra-skirt,10563057189197,Myra Skirt,0.37,Low,yes,1257,188
ss26-sirens,664695505229,SS26 SIRENS,myrielle,10657829552461,Myrielle Φόρεμα,0.37,Low,yes,1761,189
ss26-sirens,664695505229,SS26 SIRENS,ophelia-skirt,10563290530125,Ophelia Skirt,0.36,Low,yes,926,190
ss26-sirens,664695505229,SS26 SIRENS,zoe-cape,10563437789517,Zoe Κάπα,0.35,Low,yes,1297,191
ss26-sirens,664695505229,SS26 SIRENS,zelda-dress,10564934369613,Zelda Φόρεμα,0.35,Low,yes,1415,192
ss26-sirens,664695505229,SS26 SIRENS,livia-kimono,10564754964813,Livia Κιμονό,0.34,Low,yes,1062,193
ss26-sirens,664695505229,SS26 SIRENS,dalia,10731582325069,Dalia Τουρμπάνι,0.33,Low,yes,886,194
ss26-sirens,664695505229,SS26 SIRENS,parker-dress,10566126928205,Parker Φόρεμα,0.33,Low,yes,1493,195
ss26-sirens,664695505229,SS26 SIRENS,copy-copy-74,10633898852685,Velinor Φόρεμα,0.32,Low,yes,1357,196
ss26-sirens,664695505229,SS26 SIRENS,ismini,10730873160013,Ismini Κιμονό,0.31,Low,yes,735,197
ss26-sirens,664695505229,SS26 SIRENS,calypso-top-blue,10559164318029,Calypso Τοπ γαλάζιο,0.31,Low,yes,959,198
ss26-sirens,664695505229,SS26 SIRENS,ellie-dress,10566111002957,Ellie Φόρεμα,0.31,Low,yes,1377,199
ss26-sirens,664695505229,SS26 SIRENS,calypso-shirt-pink,10559193186637,Calypso Πουκάμισο ροζ,0.29,Low,yes,859,200
ss26-sirens,664695505229,SS26 SIRENS,zelda-kimono,10566049726797,Zelda Κιμονό,0.27,Low,yes,1059,201
ss26-sirens,664695505229,SS26 SIRENS,lilly-kimono,10566068437325,Lilly Κιμονό,0.27,Low,yes,1259,202
ss26-sirens,664695505229,SS26 SIRENS,arla-top,10566363447629,Arla Τοπ,0.27,Low,yes,1033,203
ss26-sirens,664695505229,SS26 SIRENS,lyla-kimono,10564749328717,Lyla Κιμονό,0.26,Low,yes,1032,204
ss26-sirens,664695505229,SS26 SIRENS,ophelia-top,10563189473613,Ophelia Τοπ,0.26,Low,yes,862,205
ss26-sirens,664695505229,SS26 SIRENS,argenta-dress,10564890132813,Argenta Φόρεμα,0.24,Low,yes,820,206
ss26-sirens,664695505229,SS26 SIRENS,melissa-top,10566027510093,Melissa Τοπ,0.24,Low,yes,859,207
ss26-sirens,664695505229,SS26 SIRENS,pearl-dress,10563071410509,Pearl Φόρεμα,0.24,Low,yes,479,208
ss26-sirens,664695505229,SS26 SIRENS,stella-skirt,10563313762637,Stella Skirt,0.24,Low,yes,1092,209
ss26-sirens,664695505229,SS26 SIRENS,orlaya-3,10641918886221,Orlaya Τοπ Ροζ,0.23,Low,yes,898,210
ss26-sirens,664695505229,SS26 SIRENS,myra-top-1,10563042214221,Myra Τοπ,0.23,Low,yes,584,211
ss26-sirens,664695505229,SS26 SIRENS,indira-kimono,10563362685261,Indira Κιμονό,0.23,Low,yes,969,212
ss26-sirens,664695505229,SS26 SIRENS,ember-top-yellow,10564586668365,Ember Τοπ κίτρινο,0.22,Low,yes,717,213
ss26-sirens,664695505229,SS26 SIRENS,fiora,10633892299085,Fiora Φόρεμα,0.22,Low,yes,855,214
ss26-sirens,664695505229,SS26 SIRENS,rhia-top,10563437035853,Rhia Τοπ,0.21,Low,yes,963,215
ss26-sirens,664695505229,SS26 SIRENS,gabby-top,10566028427597,Gabby Τοπ,0.20,Low,yes,628,216
ss26-sirens,664695505229,SS26 SIRENS,opal-top,10563436282189,Opal Τοπ,0.19,Low,yes,890,217
ss26-sirens,664695505229,SS26 SIRENS,debbie-shirt,10564590010701,Debbie Πουκάμισο,0.19,Low,yes,545,218
ss26-sirens,664695505229,SS26 SIRENS,elma-pants,10566039175501,Elma Παντελόνα,0.18,Low,yes,585,219
ss26-sirens,664695505229,SS26 SIRENS,sienna-top,10566393954637,Sienna Τοπ,0.17,Low,yes,783,220
ss26-sirens,664695505229,SS26 SIRENS,shona-top,10564592664909,Shona Τοπ,0.17,Low,yes,467,221
ss26-sirens,664695505229,SS26 SIRENS,sundra-top,10566352666957,Sundra Τοπ,0.16,Low,yes,554,222
ss26-sirens,664695505229,SS26 SIRENS,romi-top,10566360826189,Romi Τοπ,0.15,Low,yes,426,223
ss26-sirens,664695505229,SS26 SIRENS,noma,10633884762445,Noma Φόρεμα,0.15,Low,yes,407,224
ss26-sirens,664695505229,SS26 SIRENS,selma-dress,10566095241549,Selma Φόρεμα,0.13,Low,yes,601,225
ss26-sirens,664695505229,SS26 SIRENS,olira,10633941942605,Olira Φόρεμα,0.12,Low,yes,630,226
ss26-sirens,664695505229,SS26 SIRENS,nyx-skirt,10563049128269,Nyx Skirt,0.12,Low,yes,622,227
ss26-sirens,664695505229,SS26 SIRENS,s26-1008,10563044606285,Eirys Τοπ,0.12,Low,yes,380,228
ss26-sirens,664695505229,SS26 SIRENS,matilda-dress,10566105825613,Matilda Φόρεμα,0.09,Low,yes,459,229
ss26-sirens,664695505229,SS26 SIRENS,nyx-top,10563029533005,Nyx Τοπ,0.08,Low,yes,273,230
ss26-sirens,664695505229,SS26 SIRENS,ines-shirt,10564583817549,Ines Πουκάμισο,0.07,Low,yes,307,231
ss26-sirens,664695505229,SS26 SIRENS,lucy-shirt,10566370197837,Lucy Πουκάμισο,0.06,Low,yes,303,232
ss26-sirens,664695505229,SS26 SIRENS,ines-pants-1,10564803887437,Ines Παντελόνα,0.06,Low,yes,308,233
ss26-sirens,664695505229,SS26 SIRENS,monique-skirt,10566040191309,Monique Skirt,0.04,Low,yes,178,234
ss26-sirens-accessories,656728228173,SS26 SIRENS - ACCESSORIES,gold-underdress,8936685863245,Gold Underdress,2.96,Strong,no,2086,1
ss26-sirens-accessories,656728228173,SS26 SIRENS - ACCESSORIES,pink-underdress-long,10078634836301,Pink Underdress Long,1.63,Strong,no,1630,2
ss26-sirens-accessories,656728228173,SS26 SIRENS - ACCESSORIES,gold-underdress-long-1,10566350635341,Gold Underdress Long,1.50,Strong,no,1142,3
ss26-sirens-accessories,656728228173,SS26 SIRENS - ACCESSORIES,ariel-siren,10635955667277,Ariel Siren Τουρμπάνι Ροζ,1.15,Average,no,967,4
ss26-sirens-accessories,656728228173,SS26 SIRENS - ACCESSORIES,pink-underdress,8936687141197,Pink Underdress,1.04,Average,no,855,5
ss26-sirens-accessories,656728228173,SS26 SIRENS - ACCESSORIES,layered-shell-1,10663945011533,Layered Shell Κολιέ,1.43,Average,yes,1572,6
ss26-sirens-accessories,656728228173,SS26 SIRENS - ACCESSORIES,dalia,10731582325069,Dalia Τουρμπάνι,0.88,Average,yes,886,7
ss26-sirens-accessories,656728228173,SS26 SIRENS - ACCESSORIES,layered-silver-1,10663946092877,Layered Silver Κολιέ,0.70,Average,yes,611,8
ss26-sirens-accessories,656728228173,SS26 SIRENS - ACCESSORIES,turban,10635926929741,Ariel Siren Τουρμπάνι Μπλε,0.53,Average,yes,368,9
ss26-sirens-accessories,656728228173,SS26 SIRENS - ACCESSORIES,nyx,10636006129997,Nyx Τουρμπάνι,0.44,Low,yes,390,10
ss26-sirens-accessories,656728228173,SS26 SIRENS - ACCESSORIES,earth-tone,10663944454477,Earth Tone Κολιέ,0.32,Low,yes,200,11
ss26-sirens-accessories,656728228173,SS26 SIRENS - ACCESSORIES,ivory-stone-1,10663946715469,Ivory Stone Κολιέ,0.28,Low,yes,167,12
ss26-sirens-accessories,656728228173,SS26 SIRENS - ACCESSORIES,ivory-1,10663943110989,Ivory Κολιέ,0.19,Low,yes,121,13
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,elodie-dress,10566138757453,Elodie Φόρεμα,6.72,Hero,no,38367,1
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,crystalia,10652663251277,Crystalia Φόρεμα,2.89,Strong,no,19946,2
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,victoria,10697115926861,Victoria Φόρεμα,2.33,Strong,no,17323,3
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,sophia,10642032361805,Sophia Φόρεμα,1.67,Strong,no,12047,4
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,nerida,10710349381965,Nerida Φόρεμα,1.66,Strong,no,8969,5
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,greta-dress,10566155960653,Greta Φόρεμα,1.61,Strong,no,9251,6
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,noelle,10786243215693,Noelle Φόρεμα,1.41,Average,no,5265,7
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,tiffany-dress,10197665218893,Tiffany dress,1.33,Average,no,7948,8
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,rosalie-2,10786210480461,Rosalie Φόρεμα,1.25,Average,no,4660,9
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,elaria,10664754151757,Elaria Φόρεμα,1.12,Average,no,6684,10
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,ioli,10728698184013,Ioli Φόρεμα,0.90,Average,no,6327,11
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,ione-2,10710363537741,Ione Φόρεμα,0.70,Average,no,5338,12
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,camelia,10663947960653,Camelia Φόρεμα,0.64,Average,no,3911,13
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,aura,10633856221517,Aura Φόρεμα,0.63,Average,no,4354,14
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,marceline,10786231877965,Marceline Φόρεμα,0.63,Average,no,2561,15
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,nefeli,10728541159757,Nefeli Φόρεμα,0.60,Average,no,3741,16
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,aurelle,10637297090893,Aurelle Φόρεμα,0.58,Average,no,2700,17
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,meria-dress,10563092447565,Meria Φόρεμα,0.44,Low,no,3030,18
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,margie-dress,10566101827917,Margie Φόρεμα,0.43,Low,no,2780,19
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,liberty-dress,10566102974797,Liberty Φόρεμα,0.40,Low,no,2042,20
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,livia-dress,10563406201165,Livia Φόρεμα,0.38,Low,no,2632,21
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,zale-dress,10563130229069,Zale Φόρεμα,0.37,Low,no,2833,22
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,myrtle-dress-1,10563103392077,Myrtle Φόρεμα,0.34,Low,no,2200,23
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,rinna,10657650803021,Rinna Φόρεμα,0.32,Low,no,1970,24
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,moss-dress-1,10563105227085,Moss Φόρεμα,0.28,Low,no,1769,25
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,hilda-dress-dusty-pink,10566100255053,Hilda Dusty Φόρεμα ροζ,0.27,Low,no,1785,26
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,hilary-dress,10566159991117,Hilary Φόρεμα,2.38,Strong,yes,14803,27
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,evelisse-limited,10652612165965,Evelisse LIMITED Φόρεμα,2.10,Strong,yes,11724,28
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,ariel-siren-dress-blue,10559049138509,Ariel Siren Φόρεμα γαλάζιο,1.90,Strong,yes,12733,29
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,marisa,10671661482317,Marisa Φόρεμα,1.77,Strong,yes,10471,30
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,helia-dress,10563090907469,Helia Φόρεμα,1.44,Average,yes,9780,31
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,soraya,10643352158541,Soraya Φόρεμα,1.38,Average,yes,7652,32
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,lumira,10633956557133,Lumira Φόρεμα,1.27,Average,yes,9159,33
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,elise,10664056750413,Elise Φόρεμα,1.13,Average,yes,7589,34
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,asteria-dress,10563094708557,Asteria Φόρεμα,1.10,Average,yes,6985,35
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,electra-dress,10584479564109,Electra Φόρεμα,0.97,Average,yes,6501,36
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,calyra-dress,10563075998029,Calyra Φόρεμα,0.90,Average,yes,5681,37
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,copy-2,10588786295117,Linus Φόρεμα,0.76,Average,yes,6068,38
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,melin-dress,10566165102925,Melin Φόρεμα,0.69,Average,yes,4266,39
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,fiorella-white,10810757415245,Fiorella White Dress,0.64,Average,yes,1258,40
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,elyra-dress,10563404235085,Elyra Φόρεμα,0.60,Average,yes,3912,41
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,aegea-dress,10563131900237,Aegea Φόρεμα,0.58,Average,yes,4231,42
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,s26-5048,10559098978637,Ariel Siren Φόρεμα ροζ,0.55,Average,yes,3979,43
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,kathy-dress,10566165856589,Kathy Φόρεμα,0.48,Low,yes,3403,44
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,dore-dress,10564872208717,Dore Φόρεμα,0.43,Low,yes,3082,45
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,azalea-dress,10566201803085,Azalea Φόρεμα,0.39,Low,yes,2620,46
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,astra-dress,10566182437197,Astra Φόρεμα,0.33,Low,yes,1454,47
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,sonia-dress,10564952752461,Sonia Φόρεμα,0.31,Low,yes,2508,48
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,krista-dress,10566185877837,Krista Φόρεμα,0.30,Low,yes,1672,49
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,sylla-dress,10566150095181,Sylla Φόρεμα,0.30,Low,yes,2003,50
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,myrielle,10657829552461,Myrielle Φόρεμα,0.22,Low,yes,1761,51
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,parker-dress,10566126928205,Parker Φόρεμα,0.19,Low,yes,1493,52
ss26-sirens-dresses,656726982989,SS26 SIRENS - DRESSES,fiora,10633892299085,Fiora Φόρεμα,0.13,Low,yes,855,53
ss26-sirens-jumpsuits,656729538893,SS26 SIRENS - JUMPSUITS,livia-copy,10786186232141,Rose Ολόσωμη φόρμα,1.52,Strong,no,3229,1
ss26-sirens-jumpsuits,656729538893,SS26 SIRENS - JUMPSUITS,eve-copy,10670927511885,Selene Ολόσωμη φόρμα,1.41,Average,no,5395,2
ss26-sirens-jumpsuits,656729538893,SS26 SIRENS - JUMPSUITS,gaia-jumpsuit,10563135537485,Gaia Ολόσωμη φόρμα,0.75,Average,no,2809,3
ss26-sirens-jumpsuits,656729538893,SS26 SIRENS - JUMPSUITS,eve-jumpsuit,10566210683213,Eve Ολόσωμη φόρμα,0.71,Average,no,2843,4
ss26-sirens-jumpsuits,656729538893,SS26 SIRENS - JUMPSUITS,lilu-jumpsuit,10566207308109,Lilu Ολόσωμη φόρμα,1.20,Average,yes,4533,5
ss26-sirens-jumpsuits,656729538893,SS26 SIRENS - JUMPSUITS,argenta-jumpsuit,10563172696397,Argenta Ολόσωμη φόρμα,1.08,Average,yes,3840,6
ss26-sirens-jumpsuits,656729538893,SS26 SIRENS - JUMPSUITS,nola-jumpsuit,10566211600717,Nola Ολόσωμη φόρμα,1.04,Average,yes,4818,7
ss26-sirens-jumpsuits,656729538893,SS26 SIRENS - JUMPSUITS,oceane-jumpsuit,10563149726029,Oceane Ολόσωμη φόρμα,0.93,Average,yes,3272,8
ss26-sirens-jumpsuits,656729538893,SS26 SIRENS - JUMPSUITS,zaria-jumpsuit,10563145236813,Zaria Ολόσωμη φόρμα,0.79,Average,yes,2725,9
ss26-sirens-jumpsuits,656729538893,SS26 SIRENS - JUMPSUITS,livia-jumpsuit,10563137044813,Livia Ολόσωμη φόρμα,0.58,Average,yes,2017,10
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,celestia-kids,10700575211853,Celestia Kids Φόρεμα,1.88,Strong,no,1586,1
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,nerissa,10703248359757,Nerissa Kids Ροζ Κιμονό,1.26,Average,no,1092,2
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,nerissa-kids,10703250948429,Nerissa Kids Μπλε Κιμονό,0.83,Average,no,601,3
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,vivienne-kids,10703242985805,Vivienne Kids Φόρεμα,0.31,Low,no,277,4
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,maeva-kids,10700591759693,Maeva Kids Φόρεμα,2.25,Strong,yes,1943,5
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,arielia-kids,10700696977741,Arielia Kids Φόρεμα,2.24,Strong,yes,1894,6
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,zoe-kids,10703252554061,Zoe Kids Κιμονό,1.86,Strong,yes,1411,7
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,ariel-kids,10700554699085,Ariel Kids Φόρεμα,1.34,Average,yes,411,8
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,aurelia-kids,10703235547469,Aurelia Kids Φόρεμα,0.93,Average,yes,641,9
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,amelie-kids-set,10700490932557,Amelie Kids Set,0.88,Average,yes,499,10
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,mirabelle-kids,10703240692045,Mirabelle Kids Φόρεμα,0.72,Average,yes,616,11
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,alina-kids,10703246393677,Alina Kids Φόρεμα,0.62,Average,yes,387,12
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,valentina-kids,10700582224205,Valentina Kids Φόρεμα,0.45,Low,yes,295,13
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,coraline-kids,10703237939533,Coraline Kids Φόρεμα,0.45,Low,yes,375,14
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,stardust-kids,10703232729421,Stardust Kids Φόρεμα,0.39,Low,yes,311,15
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,pearlina-kids,10700565840205,Pearlina Kids Φόρεμα,0.32,Low,yes,271,16
ss26-sirens-kids,662963749197,SS26 SIRENS - KIDS,bella-kids,10700556566861,Bella Kids Φόρεμα,0.28,Low,yes,246,17
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,sylvia,10714453999949,Sylvia Κιμονό,3.96,Hero,no,12882,1
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,kirki-kimono,10730877223245,Kirki Κιμονό,1.53,Strong,no,5513,2
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,nerissa-kimono-pink,10559204852045,Nerissa Κιμονό ροζ,1.41,Average,no,4575,3
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,auralis-kimono,10563066659149,Auralis Κιμονό,1.27,Average,no,4655,4
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,stella-kimono,10564824432973,Stella Κιμονό,0.69,Average,no,2495,5
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,lydia,10714458063181,Lydia Κιμονό,1.83,Strong,yes,8163,6
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,astor-kimono,10566045172045,Astor Kimono,1.57,Strong,yes,6537,7
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,melina,10714445873485,Melina Κιμονό,1.40,Average,yes,5012,8
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,norah-kimono,10566086492493,Norah Κιμονό,1.30,Average,yes,5492,9
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,nerissa-kimono-blue,10559203049805,Nerissa Κιμονό μπλε,1.02,Average,yes,3085,10
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,aria-kimono,10564825186637,Aria Κιμονό,1.00,Average,yes,4029,11
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,argenta-kimono,10563359539533,Argenta Κιμονό,0.98,Average,yes,3102,12
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,aster-kimono,10559208358221,Aster Κιμονό,0.88,Average,yes,3754,13
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,irida-kimono,10730818896205,Irida Κιμονό,0.84,Average,yes,3815,14
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,monique-kimono,10566047891789,Monique Κιμονό,0.79,Average,yes,3169,15
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,shona-kimono,10564823515469,Shona Κιμονό,0.63,Average,yes,2703,16
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,zoe-kimono,10564757815629,Zoe Κιμονό,0.44,Low,yes,1751,17
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,livia-kimono,10564754964813,Livia Κιμονό,0.32,Low,yes,1062,18
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,ismini,10730873160013,Ismini Κιμονό,0.32,Low,yes,735,19
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,lilly-kimono,10566068437325,Lilly Κιμονό,0.27,Low,yes,1259,20
ss26-sirens-kimono-dresses,656727081293,SS26 SIRENS - KIMONO DRESSES,zelda-kimono,10566049726797,Zelda Κιμονό,0.26,Low,yes,1059,21
